id,name,description,effect,requirement,type,weapon_type,buy_price,sell_price,market_value,circulation,image,tradeable
888,Umbrella,This convenient travel umbrella comes with a telescopic handle and absolutely no guarantees.,,,Other,,0,75,207,1916270,https://www.torn.com/images/items/888/large.png,TRUE
889,Travel Mug,A leak-proof travel mug that makes it easier to beat people up without spilling your coffee.,,,Other,,0,30,786,1620868,https://www.torn.com/images/items/889/large.png,TRUE
890,Headphones,Block out the sound of danger with these stylish headphones! Disclaimer: danger may persist despite silence.,,,Other,,0,250,217,2615640,https://www.torn.com/images/items/890/large.png,TRUE
891,Undefined,,,,Unused,,0,30,0,0,https://www.torn.com/images/items/891/large.png,TRUE
892,Mix CD,A home-made CD featuring a romantic hand-picked playlist.,,,Other,,0,5,234,1045837,https://www.torn.com/images/items/892/large.png,TRUE
893,Lost and Found Office Key,This key opens the door to the Subway Lost and Found office.,Unlocks additional outcomes at the Subway in Search for Cash.,,Tool,,0,0,191467,55496,https://www.torn.com/images/items/893/large.png,TRUE
894,Cosmetics Case,A high quality cosmetics case filled with designer makeup and high quality applicators.,,,Other,,0,200,205,2535191,https://www.torn.com/images/items/894/large.png,TRUE
895,Phone Card,"This long distance phone card is great for catching up with friends, threatening your enemies, and lying to parole officers.",,,Other,,0,30,253,1471613,https://www.torn.com/images/items/895/large.png,TRUE
896,Subway Pass,Get through turnstiles faster with a season pass for the Torn City subway.,,,Other,,0,2000,1835,688584,https://www.torn.com/images/items/896/large.png,TRUE
897,Bottle Cap,The apocalypse is inevitable. Invest in the currency of the future by collecting bottle caps!,,,Other,,0,1,965,67095516,https://www.torn.com/images/items/897/large.png,TRUE
898,Silver Coin,An old American silver dollar polished by the sands of time.,,,Other,,0,10000,30136,611660,https://www.torn.com/images/items/898/large.png,TRUE
899,Silver Bead,A native american silver bead decorated with an intricate pattern.,,,Other,,0,25000,101804,57358,https://www.torn.com/images/items/899/large.png,TRUE
900,Lucky Quarter,This lucky quarter will give you a heads' up whenever you need it!,,,Other,,0,5000,221574,54781,https://www.torn.com/images/items/900/large.png,TRUE
901,Daffodil,A bright and cheerful yellow flower certain to fill you with the joys of spring.,,,Flower,,0,5,238,3452013,https://www.torn.com/images/items/901/large.png,TRUE
902,Bunch of Carnations,An inexpensive yet stylish bunch of flowers from a gas station near you! Perfect for apologising to your wife or taking to the funeral of a colleague you didn't really like.,,,Flower,,0,15,209,3651637,https://www.torn.com/images/items/902/large.png,TRUE
903,White Lily,Pay your respects with this flawless white lily.  May leave pollen on your clothing.,,,Flower,,0,10,4382,936837,https://www.torn.com/images/items/903/large.png,TRUE
904,Funeral Wreath,Send your enemies off in style with this tasteful funeral wreath!,,,Flower,,0,75,230,2341615,https://www.torn.com/images/items/904/large.png,TRUE
905,Car Keys,"These mystery car keys are missing their fob, but they might still turn out to be useful.",,,Other,,0,100,1056,2913986,https://www.torn.com/images/items/905/large.png,TRUE
906,Handkerchief,"A delicately embroidered handkerchief, perfect for drying tears.",Required for the disposal of firearms in Disposal.,,Tool,,0,10,263,1925536,https://www.torn.com/images/items/906/large.png,TRUE
907,Candle,A sturdy ten inch candle suitable for a variety of uses.,Used during the production of forgery projects.,,Material,,0,10,909,4929114,https://www.torn.com/images/items/907/large.png,TRUE
908,Paper Bag,"Awarded to the winners of Leslie's 'I Hate Mr and Ms Torn' contest, this paper bag can be worn over the head to protect others from the soul-destroying horror that is your damned ugly face.",,,Collectible,,0,0,0,80,https://www.torn.com/images/items/908/large.png,TRUE
909,Tin Can,"An empty tin can with a rusty edge, perfect for storing leftovers or throwing at local wildlife.",,,Other,,0,1,211,3802040,https://www.torn.com/images/items/909/large.png,TRUE
910,Betting Slip,"This commemorative betting slip was given to members of the bookie team, whose years of manual bets and inputs came to an end when they were replaced by machines who worked harder and complained less.",,,Collectible,,0,0,0,51,https://www.torn.com/images/items/910/large.png,TRUE
911,Fidget Spinner,"A popular craze back in 2017, Fidget Spinners were invented by Steve Fidget and Steve Spinner in 1992 as a way of distracting children's fingers from the exotic lure of plug sockets. This one was awarded to Jammed, and is subsequently now broken and gunked up with mashed potatoes.",,,Collectible,,0,0,0,20,https://www.torn.com/images/items/911/large.png,TRUE
912,Majestic Moose,"At first glance, you may believe this Majestic Moose to be so named due to its magnificent set of antlers. You would be wrong. The majesty of this moose is evident through its personality, just like Forgey, who it was awarded to for being consistently majestic and protecting the Canadian border.",,,Collectible,,0,0,0,20,https://www.torn.com/images/items/912/large.png,TRUE
913,Lego Wonder Woman,"Just like Poptop, this Lego Wonder Woman comes equipped with Dual Ban Hammers and a plastic personality. Unlike Poptop, this figurine poses a choking hazard to children aged 3 and under.",,,Collectible,,0,0,0,20,https://www.torn.com/images/items/913/large.png,TRUE
914,CR7 Doll,"Awarded to Tiller in recognition of his speed, skill and magnificent thighs. Unfortunately, the doll should only be viewed from the back, as the face looks nothing like him.",,,Collectible,,0,0,0,20,https://www.torn.com/images/items/914/large.png,TRUE
915,Stretch Armstrong Doll,"This Stretch Armstrong doll is made of plastic, rubber and filled with a non-toxic gel. It was awarded to staff member Stretch, who is made of skin, bones and filled with a highly toxic substance known as alcohol.",,,Collectible,,0,0,0,20,https://www.torn.com/images/items/915/large.png,TRUE
916,Beef Femur,"After a hard day's staffing, 787thWarDog loves nothing more than to kick back and relax by chewing on a 10lb beef femur. Now you know why his coat is so glossy.",,,Collectible,,0,0,0,20,https://www.torn.com/images/items/916/large.png,TRUE
917,Snake's Fang,"Filled with enough venom to kill a whale or 4,000 puppies, this snake's fang was originally implanted into the mouth of staff member Dexter. Sadly, he had to have it removed after accidentally biting his own tongue.",,,Collectible,,0,0,0,20,https://www.torn.com/images/items/917/large.png,TRUE
918,Icey Igloo,"As Torn City's resident data wrangler, IceBlueFire often becomes overheated due to the heavy server loads running through his brain. As such, he must live inside an igloo, like this one, except bigger.",,,Collectible,,0,0,0,20,https://www.torn.com/images/items/918/large.png,TRUE
919,Federal Jail Key,"Honourable people are often awarded the key to the city. Instead, Porny has been given the key to the federal jail, to commemorate his efforts in ridding Torn of dishonorable scumbags.",,,Collectible,,0,0,0,20,https://www.torn.com/images/items/919/large.png,TRUE
920,Halloween Basket : Spooky,"This Spooky Halloween basket can be used to pilfer sweets, booze and energy drinks from your fellow citizens. It is made from 100% Vinyl Chloride, a carcinogen which is known to leech toxic chemicals into liquids and foodstuffs.",Used to gather treats from others.,,Special,,35,0,0,16045,https://www.torn.com/images/items/920/large.png,FALSE
921,Michael Myers Mask '18,"Originally based on the face of William Shatner, this iconic mask was most famously worn by the villain of the Halloween movies, Michael Myers; a fictional murderer not to be confused with the real life guy who played Shrek.",,,Clothing,,0,0,0,250,https://www.torn.com/images/items/921/large.png,TRUE
922,Toast Jesus '18,"This piece of toast has been burnt in such a way that it seems to depict the face of the Son of God. What a glorious miracle! This year, rather than turkey, why not consume our Lord and Savioury Jesus Christ on Christmas Day instead?",,,Collectible,,0,0,0,50,https://www.torn.com/images/items/922/large.png,TRUE
923,Cheesus '18,"Forget Edam and Eve. They are nacho saviours. They will not boursin for you. But this Jesus-shaped Cheeto will. For this man is the Son of Gouda, Cheesus Christ. Camembert witness to his glorious legacy. Halloumi brie thy name.",,,Collectible,,0,0,0,52,https://www.torn.com/images/items/923/large.png,TRUE
924,Bottle of Christmas Spirit,"This Bottle of Christmas Spirit is guaranteed to get you in the mood to tell your relatives what you really think of them. Replete with flavours of pine, candy and turkey, this booze will leave you feeling so full you'll barely suffer a hangover at all. Provides a very large nerve increase when consumed.",Increases nerve by 5 and booster cooldown by 1 hour.,,Alcohol,,0,0,1109079,26265,https://www.torn.com/images/items/924/large.png,TRUE
925,Scammer in the Slammer '18,"You've heard of Elf on the Shelf, well here comes Scammer in the Slammer! This 100% asbestos toy can be used to watch over your family and friends to prevent them from selling Snowboards as Skateboards and Vicodin for Xanax. Zachjuv, Perplex and Kapten beware, the Scammer in the Slammer is watching you!",,,Collectible,,0,0,0,50,https://www.torn.com/images/items/925/large.png,TRUE
926,Gronch Mask '18,"Say hello to everyone's favourite festive villain, The Gronch! Legally distinct from other similar looking children's characters, The Gronch hates Christmas so much he'll knife anyone wearing an Xmas sweater. And now you too can follow in his bloody snowprints, by sporting this definitely non-copyright infringing Gronch Mask!",,,Clothing,,0,0,0,50,https://www.torn.com/images/items/926/large.png,TRUE
927,Baseball Cap,"Wear it forwards to keep your head cool, wear it backwards to be even cooler.",,,Clothing,,0,0,394,1092121,https://www.torn.com/images/items/927/large.png,TRUE
